"Skype for Business is attempting to redirect you to:",,"Το Skype για επιχειρήσεις προσπαθεί να σας ανακατευθύνει στο:",,"None",,"All",,"Skype for Business for iOS",,""
"%@ 2016 Microsoft Corporation.",,"%@ 2016 Microsoft Corporation.",,"None",,"All",,"Skype for Business for iOS",,""
"My Credentials",,"Τα διαπιστευτήριά μου",,"None",,"All",,"Skype for Business for iOS",,""
"exchange.example.com",,"exchange.example.com",,"None",,"All",,"Skype for Business for iOS",,""
"hold",,"αναμονή",,"None",,"All",,"Skype for Business for iOS",,""
"Phone Number",,"Αριθμός τηλεφώνου",,"None",,"All",,"Skype for Business for iOS",,""
"%d day",,"%d ημέρα",,"None",,"All",,"Skype for Business for iOS",,""
"%d days",,"%d ημέρες",,"None",,"All",,"Skype for Business for iOS",,""
"%d hour",,"%d ώρα",,"None",,"All",,"Skype for Business for iOS",,""
"%d hours",,"%d ώρες",,"None",,"All",,"Skype for Business for iOS",,""
"%d minutes",,"%d λεπτά",,"None",,"All",,"Skype for Business for iOS",,""
"Help us improve Skype for Business",,"Ας βελτιώσουμε το Skype για επιχειρήσεις",,"None",,"All",,"Skype for Business for iOS",,""
"Inactive %d day",,"Ανενεργός-ή %d ημέρα",,"None",,"All",,"Skype for Business for iOS",,""
"Inactive %d days",,"Ανενεργός-ή %d ημέρες",,"None",,"All",,"Skype for Business for iOS",,""
"Inactive %d hour",,"Ανενεργός-ή %d ώρα",,"None",,"All",,"Skype for Business for iOS",,""
"Inactive %d hours",,"Ανενεργός-ή %d ώρες",,"None",,"All",,"Skype for Business for iOS",,""
"Inactive %d minutes",,"Ανενεργός-ή %d λεπτά",,"None",,"All",,"Skype for Business for iOS",,""
"%@ is recording",,"Ο χρήστης %@ κάνει εγγραφή",,"None",,"All",,"Skype for Business for iOS",,""
"keypad",,"πληκτρολόγιο",,"None",,"All",,"Skype for Business for iOS",,""
"More Details",,"Περισσότερες λεπτομέρειες",,"None",,"All",,"Skype for Business for iOS",,""
"mute",,"σίγαση",,"None",,"All",,"Skype for Business for iOS",,""
"Help",,"Βοήθεια",,"None",,"All",,"Skype for Business for iOS",,""
"other",,"άλλο",,"None",,"All",,"Skype for Business for iOS",,""
"share",,"κοινή χρήση",,"None",,"All",,"Skype for Business for iOS",,""
"Sign-in help",,"Βοήθεια για την είσοδο",,"None",,"All",,"Skype for Business for iOS",,""
"The username that you entered does not appear to be a Skype for Business account. Enter your corporate email address and try again or download ",,"Το όνομα χρήστη δεν είναι λογαριασμός του Skype για επιχειρήσεις. Εισαγάγετε το εταιρικό email και δοκιμάστε ξανά ή κατεβάστε το ",,"None",,"All",,"Skype for Business for iOS",,""
"to connect you to...\n%@",,"για να σας συνδέσει στο..\n%@",,"None",,"All",,"Skype for Business for iOS",,""
"unknown",,"άγνωστο",,"None",,"All",,"Skype for Business for iOS",,""
"Version: %@",,"Έκδοση: %@",,"None",,"All",,"Skype for Business for iOS",,""
"Calls and Meetings",,"Κλήσεις και συσκέψεις",,"None",,"All",,"Skype for Business for iOS",,""
"Why we need your phone number",,"Γιατί χρειαζόμαστε τον αριθμό του τηλεφώνου σας",,"None",,"All",,"Skype for Business for iOS",,""
"Long meeting notes containing %lu actionable items",,"Σημειώσεις μεγάλων συσκέψεων που περιέχουν %lu επεξεργάσιμα στοιχεία",,"None",,"All",,"Skype for Business for iOS",,""
"Double tap to select.",,"Πατήστε δύο φορές για επιλογή.",,"None",,"All",,"Skype for Business for iOS",,""
"Double tap to toggle setting.",,"Πατήστε δύο φορές για να αλλάξετε τη ρύθμιση.",,"None",,"All",,"Skype for Business for iOS",,""
"Address Book",,"Βιβλίο διευθύνσεων",,"None",,"All",,"Skype for Business for iOS",,""
"Exit Meeting",,"Έξοδος από τη σύσκεψη",,"None",,"All",,"Skype for Business for iOS",,""
"Once you exit this meeting, you will not have access to the chat history",,"Μόλις κλείσετε αυτήν τη σύσκεψη, δεν θα έχετε πρόσβαση στο ιστορικό συνομιλίας",,"None",,"All",,"Skype for Business for iOS",,""
"Contacts View",,"Προβολή επαφών",,"None",,"All",,"Skype for Business for iOS",,""
"Speech was not natural or sounded distorted",,"Η ομιλία δεν ήταν φυσική ή ακουγόταν παραμορφωμένη",,"None",,"All",,"Skype for Business for iOS",,""
"I heard echo in the call",,"Άκουγα αντήχηση στην κλήση",,"None",,"All",,"Skype for Business for iOS",,""
"We kept interrupting each other",,"Διακόπταμε ο ένας τον άλλο",,"None",,"All",,"Skype for Business for iOS",,""
"Volume was low",,"Η ένταση ήταν χαμηλή",,"None",,"All",,"Skype for Business for iOS",,""
"I could not hear any sound",,"Δεν μπόρεσα να ακούσω κανέναν ήχο",,"None",,"All",,"Skype for Business for iOS",,""
"I heard noise in the call",,"Άκουγα θόρυβο στην κλήση",,"None",,"All",,"Skype for Business for iOS",,""
"Other, please specify",,"Άλλο, προσδιορίστε",,"None",,"All",,"Skype for Business for iOS",,""
"The other side could not hear any sound",,"Η άλλη πλευρά δεν μπορούσε να ακούσει κανέναν ήχο",,"None",,"All",,"Skype for Business for iOS",,""
"The call ended unexpectedly",,"Η κλήση τερματίστηκε απροσδόκητα",,"None",,"All",,"Skype for Business for iOS",,""
"Rate us",,"Αξιολογήστε μας",,"None",,"All",,"Skype for Business for iOS",,""
"If you enjoy using Skype for Business, would you mind taking a moment to rate it?",,"Αν σας αρέσει το Skype για επιχειρήσεις, αφιερώστε λίγο χρόνο για να το αξιολογήσετε.",,"None",,"All",,"Skype for Business for iOS",,""
"Rating is closed.",,"Η αξιολόγηση έχει κλείσει.",,"None",,"All",,"Skype for Business for iOS",,""
"Help us improve Skype for Business - tell us about the issues you experienced.",,"Βοηθήστε μας να βελτιώσουμε το Skype για επιχειρήσεις - πείτε μας σχετικά με τα προβλήματα που αντιμετωπίσατε.",,"None",,"All",,"Skype for Business for iOS",,""
"No audio, echo, noise...",,"Ηχώ, θόρυβος, δεν υπάρχει ήχος...",,"None",,"All",,"Skype for Business for iOS",,""
"No video, poor quality, video stopped...",,"Δεν υπάρχει βίντεο, κακή ποιότητα, το βίντεο διακόπηκε...",,"None",,"All",,"Skype for Business for iOS",,""
"Call Feedback",,"Σχόλια κλήσης",,"None",,"All",,"Skype for Business for iOS",,""
"Five-star rating.",,"Αξιολόγηση με πέντε αστέρια.",,"None",,"All",,"Skype for Business for iOS",,""
"Four-star rating.",,"Αξιολόγηση με τέσσερα αστέρια.",,"None",,"All",,"Skype for Business for iOS",,""
"One-star rating.",,"Αξιολόγηση με ένα αστέρι.",,"None",,"All",,"Skype for Business for iOS",,""
"Three-star rating.",,"Αξιολόγηση με τρία αστέρια.",,"None",,"All",,"Skype for Business for iOS",,""
"Two-star rating.",,"Αξιολόγηση με δύο αστέρια.",,"None",,"All",,"Skype for Business for iOS",,""
"How would you rate the quality of this call?",,"Πώς θα αξιολογούσατε την ποιότητα αυτής της κλήσης;",,"None",,"All",,"Skype for Business for iOS",,""
"No rating selected.",,"Δεν έχει επιλεγεί αξιολόγηση.",,"None",,"All",,"Skype for Business for iOS",,""
"Thanks for your feedback!",,"Ευχαριστούμε για τα σχόλιά σας!",,"None",,"All",,"Skype for Business for iOS",,""
"Video was ahead or behind audio",,"Το βίντεο δεν συγχρονιζόταν με τον ήχο",,"None",,"All",,"Skype for Business for iOS",,""
"The other side was too dark",,"Η άλλη πλευρά ήταν πολύ σκοτεινή",,"None",,"All",,"Skype for Business for iOS",,""
"Video kept freezing",,"Το βίντεο πάγωνε συνέχεια",,"None",,"All",,"Skype for Business for iOS",,""
"I could not see any video",,"Δεν μπορούσα να δω κανένα βίντεο",,"None",,"All",,"Skype for Business for iOS",,""
"The other side could not see my video",,"Η άλλη πλευρά δεν μπορούσε να δει το βίντεό μου",,"None",,"All",,"Skype for Business for iOS",,""
"Image quality was poor",,"Η ποιότητα εικόνας ήταν κακή",,"None",,"All",,"Skype for Business for iOS",,""
"Video stopped unexpectedly",,"Το βίντεο διακόπηκε απροσδόκητα",,"None",,"All",,"Skype for Business for iOS",,""
"You can sign in to your Exchange account later from your Meetings page or we can remind you next time you launch the app",,""Μπορείτε να πραγματοποιήσετε είσοδο στο λογαριασμό Exchange αργότερα από τη σελίδα ""Συσκέψεις"" ή μπορεί να σας γίνει υπενθύμιση την επόμενη φορά που θα εκκινήσετε την εφαρμογή"",,"None",,"All",,"Skype for Business for iOS",,""
"Exchange sign in",,"Είσοδος στον Exchange",,"None",,"All",,"Skype for Business for iOS",,""
"Don't show again",,"Να μην εμφανιστεί ξανά",,"None",,"All",,"Skype for Business for iOS",,""
"Remind me",,"Υπενθύμιση",,"None",,"All",,"Skype for Business for iOS",,""
"Sign in to your Exchange account to see your upcoming meetings",,"Συνδεθείτε στο Exchange, για να δείτε τις επερχόμενες συσκέψεις",,"None",,"All",,"Skype for Business for iOS",,""
"Sign in to Exchange",,"Πραγματοποιήστε είσοδο στο Exchange",,"None",,"All",,"Skype for Business for iOS",,""
"Incoming Call",,"Εισερχόμενη κλήση",,"None",,"All",,"Skype for Business for iOS",,""
"Meetings View",,"Προβολή συσκέψεων",,"None",,"All",,"Skype for Business for iOS",,""
"More",,"Περισσότερα",,"None",,"All",,"Skype for Business for iOS",,""
"Submit",,"Υποβολή",,"None",,"All",,"Skype for Business for iOS",,""
"Delete chat",,"Διαγραφή συνομιλίας",,"None",,"All",,"Skype for Business for iOS",,""
"Are you sure you want to delete these chats?",,"Είστε βέβαιοι ότι θέλετε να διαγράψετε αυτές τις συνομιλίες;",,"None",,"All",,"Skype for Business for iOS",,""
"Are you sure you want to delete this chat?",,"Είστε βέβαιοι ότι θέλετε να διαγράψετε αυτήν τη συνομιλία;",,"None",,"All",,"Skype for Business for iOS",,""
"Please select at least one conversation to perform the action.",,"Επιλέξτε τουλάχιστον μία συζήτηση, για να εκτελέσετε την ενέργεια.",,"None",,"All",,"Skype for Business for iOS",,""
"Deselect all",,"Κατάργηση επιλογής όλων",,"None",,"All",,"Skype for Business for iOS",,""
"Mark as read",,"Σήμανση ως αναγνωσμένου",,"None",,"All",,"Skype for Business for iOS",,""
"Select all",,"Επιλογή όλων",,"None",,"All",,"Skype for Business for iOS",,""
"Deselected",,"Καταργήθηκε η επιλογή",,"None",,"All",,"Skype for Business for iOS",,""
"Selected",,"Επιλέχτηκε",,"None",,"All",,"Skype for Business for iOS",,""
"Open Calendar",,"Άνοιγμα ημερολογίου",,"None",,"All",,"Skype for Business for iOS",,""
"Invitees",,"Προσκεκλημένοι",,"None",,"All",,"Skype for Business for iOS",,""
"Join as Guest",,"Συμμετοχή ως επισκέπτης",,"None",,"All",,"Skype for Business for iOS",,""
"Leave meeting",,"Αποχώρηση από τη σύσκεψη",,"None",,"All",,"Skype for Business for iOS",,""
"Notes",,"Σημειώσεις",,"None",,"All",,"Skype for Business for iOS",,""
"Open Outlook",,"Άνοιγμα Outlook",,"None",,"All",,"Skype for Business for iOS",,""
"Share Invite",,"Κοινή χρήση πρόσκλησης",,"None",,"All",,"Skype for Business for iOS",,""
""Click to join ""%@"" using Skype for Business:"",,""Κάντε κλικ για να συμμετάσχετε στη σύσκεψη ""%@"" χρησιμοποιώντας το Skype για επιχειρήσεις:"",,"None",,"All",,"Skype for Business for iOS",,""
"Set your personal note",,"Ορίστε την προσωπική σημείωσή σας",,"None",,"All",,"Skype for Business for iOS",,""
